id,salary_in_usd
0,144079.72181372624
1,92647.09257391308
2,94680.78735987193
3,98054.25746838977
4,90504.4375335651
5,61428.89324974794
6,259686.63445631185
7,37047.404930045945
8,170999.22239736252
9,113936.45754882554
10,134728.41416022502
11,213496.9989275674
12,85609.82977479923
13,179251.69659870747
14,155621.00664577063
15,80399.49297986532
16,130134.76384046163
17,102044.36737960465
18,68299.95058017492
19,99606.48791059063
20,269808.84578178613
21,86196.4874669394
22,335867.1346216919
23,157161.3730721344
24,33782.54112985458
25,60513.97367873722
26,128884.75127196297
27,217974.99640542877
28,183389.2248425781
29,186391.10439941342
30,196489.63590900798
31,68645.74942266876
32,85460.56630024868
33,88375.8129890994
34,83178.974881472
35,144539.91018854472
36,159457.43015539282
37,80651.71870277103
38,83178.974881472
39,157161.3730721344
40,68736.21819663758
41,1213.1613560828118
42,101716.21517648295
43,263159.48906186916
44,153471.11616681906
45,198730.06680056825
46,73447.7409028931
47,63272.47045995154
48,68645.74942266876
49,100671.15484773499
50,133216.97764726804
51,88375.8129890994
52,201373.2659626795
53,79738.84501680624
54,90432.60658015459
55,79821.98331032728
56,307820.750498074
57,176785.7126911964
58,126051.54457476886
59,106366.2932438513
60,126051.54457476886
61,217505.77037117514
62,106366.2932438513
63,96014.3781317035
64,151466.93923015604
65,107268.72610311036
66,107268.72610311036
67,106366.2932438513
68,111788.54888264411
69,114914.06990108528
70,165507.35102152935
71,106366.2932438513
72,90432.60658015459
73,46645.484224115644
74,52479.125182211166
75,79821.98331032728
76,46645.484224115644
77,79738.84501680624
78,73408.80748853699
79,89301.23783699377
80,61882.31085232912
81,159111.273081493
82,52297.449816742504
83,231843.99329326785
84,90467.72039792941
85,201373.2659626795
86,201373.2659626795
87,307820.750498074
88,106366.2932438513
89,89974.94866053868
90,106910.59404369166
91,218619.04147599172
92,171624.78405780587
93,181712.31724261568
94,106366.2932438513
95,221738.3982494044
96,57843.70905367566
97,218619.04147599172
98,90432.60658015459
99,185443.8103473619
100,106366.2932438513
101,126051.54457476886
102,126051.54457476886
103,107268.72610311036
104,307820.750498074
105,72805.03061114368
106,111788.54888264411
