id,salary_in_usd
0,389175.5221960619
1,371417.104086034
2,237642.74481375515
3,338453.86190288886
4,476801.40859660506
5,243900.30435086414
6,332151.4658102803
7,209490.3670322597
8,284808.5604675412
9,292019.1580285989
10,37130.71412992105
11,328394.5936348252
12,261225.6526406482
13,190903.03190642595
14,360551.5079209618
15,256656.18268604577
16,245139.080442857
17,260920.21267866716
18,209440.27201548964
19,201066.54091463238
20,176898.7249398455
21,221266.9763242565
22,477559.94820978865
23,472653.89299268275
24,331472.3782677986
25,316214.64751942456
26,258706.63718800247
27,495066.9845237918
28,294368.79617121816
29,334684.7092063427
30,327755.87300332263
31,259186.87366681173
32,227437.53215726838
33,361833.449021589
34,325499.1325040236
35,264339.8410354145
36,419144.1492837705
37,247786.72361379117
38,329252.2872126475
39,489203.29294747487
40,76894.38023748994
41,150532.20334172994
42,247542.77675144002
43,342051.49774796516
44,266220.38153891265
45,460715.08208116144
46,263611.94022742286
47,208855.3638675958
48,259186.87366681173
49,316459.7594333142
50,295562.30927303806
51,393055.67157685757
52,313644.27994678915
53,281025.7165160179
54,233379.66438342258
55,250993.0439133793
56,335402.1297308579
57,226649.30330117792
58,255137.51416749135
59,295269.8219491765
60,255137.51416749135
61,347046.2266462296
62,295269.8219491765
63,287756.0775982663
64,408153.000943318
65,281892.3860219456
66,281892.3860219456
67,295269.8219491765
68,247623.76981658116
69,371389.967258431
70,126360.17696559802
71,311819.2219039686
72,216830.2644286342
73,260383.36561860144
74,331067.78434117883
75,273511.9721651077
76,254753.63355566934
77,258506.7882642895
78,178136.58166265115
79,454347.4754220918
80,185748.48211816326
81,322694.8054180071
82,318839.7771379538
83,535478.7604913898
84,240893.40873433277
85,291125.35169506073
86,291125.35169506073
87,335402.1297308579
88,295269.8219491765
89,150639.7486748472
90,400851.43652898073
91,333954.2695438713
92,511083.2548853494
93,303589.4813232459
94,295269.8219491765
95,496503.31636737287
96,141193.66019117087
97,283626.47721148655
98,195848.1172972098
99,153981.71832598373
100,295269.8219491765
101,255137.51416749135
102,255137.51416749135
103,281892.3860219456
104,335402.1297308579
105,167359.90643089637
106,247623.76981658116
