id,salary_in_usd
0,82422.97394703701
1,155656.23457201943
2,111861.50564015657
3,65371.622606059536
4,46133.644974510185
5,39964.97168070171
6,101430.95267238934
7,27564.426309861243
8,60966.08038509451
9,157935.7744784467
10,41268.45233037602
11,160834.65641084686
12,72825.08390630223
13,19278.542876084335
14,62403.01251777075
15,36585.96685829293
16,99737.51453916449
17,157227.6737610316
18,46869.54111849982
19,71877.25958432164
20,84501.09585184418
21,49554.110344228335
22,119222.59334610868
23,169644.2286801273
24,13080.170335096307
25,37625.276375527494
26,114238.90747726616
27,221940.98737264983
28,51221.90134942066
29,124339.274488003
30,113352.59369225707
31,134003.0109423669
32,93023.0576684475
33,70233.64043176547
34,53622.85761583038
35,54087.05374805257
36,168300.08475684002
37,26347.52324978169
38,66847.88620026596
39,179244.33451016154
40,30952.489829846658
41,27517.27210621629
42,114196.90824146383
43,162125.19447881728
44,112149.17841059249
45,215121.0879326081
46,137561.90455830842
47,52758.714665717445
48,134003.0109423669
49,42895.56236729678
50,136901.89287476707
51,74292.23382516671
52,141751.32455867808
53,137807.57809294108
54,109021.93407940958
55,74209.64472904243
56,154860.49125008937
57,158007.8541932674
58,122131.10077082086
59,153006.47385102604
60,122131.10077082086
61,202451.83172256127
62,153006.47385102604
63,155096.2029176997
64,169185.37445224822
65,192500.13970671594
66,192500.13970671594
67,153006.47385102604
68,124220.82983749453
69,88298.81626359094
70,158075.22011081874
71,162606.57968106028
72,94914.189978607
73,55009.74772530049
74,87211.22595973127
75,139897.30715961475
76,50275.15760997124
77,72119.91566236876
78,140020.59853183012
79,167425.70588671975
80,31379.279378281906
81,37957.539111056365
82,204015.52904873807
83,199682.55901746638
84,106932.20501273591
85,76063.66212810576
86,76063.66212810576
87,154860.49125008937
88,153006.47385102604
89,95422.05377719644
90,80792.18864391558
91,55738.800329145975
92,114340.61515383516
93,62102.97564706672
94,153006.47385102604
95,172369.5283467425
96,45740.26341269072
97,77780.7927133739
98,47141.13130077906
99,168593.29623079393
100,153006.47385102604
101,122131.10077082086
102,122131.10077082086
103,192500.13970671594
104,154860.49125008937
105,36071.86092147697
106,124220.82983749453
