id,salary_in_usd
0,135000.0
1,100000.0
2,100000.0
3,100000.0
4,12000.0
5,8000.0
6,140000.0
7,8000.0
8,100000.0
9,117262.0
10,12000.0
11,140000.0
12,100000.0
13,55000.0
14,190200.0
15,8000.0
16,160000.0
17,100000.0
18,63333.333333333336
19,100000.0
20,100000.0
21,100000.0
22,270000.0
23,156738.0
24,12000.0
25,63831.0
26,110037.0
27,168000.0
28,100000.0
29,416000.0
30,416000.0
31,70000.0
32,79833.0
33,100000.0
34,63831.0
35,100000.0
36,144000.0
37,20305.5
38,63831.0
39,156738.0
40,55000.0
41,18053.0
42,100000.0
43,140000.0
44,63333.333333333336
45,416000.0
46,100000.0
47,55000.0
48,70000.0
49,100000.0
50,55000.0
51,100000.0
52,100000.0
53,100000.0
54,100000.0
55,100000.0
56,405000.0
57,416000.0
58,114047.0
59,107083.96428571429
60,114047.0
61,416000.0
62,107083.96428571429
63,102320.0
64,158848.77777777778
65,107083.96428571429
66,107083.96428571429
67,107083.96428571429
68,114047.0
69,100000.0
70,100000.0
71,107083.96428571429
72,100000.0
73,24000.0
74,36638.0
75,100000.0
76,24000.0
77,100000.0
78,67000.0
79,100000.0
80,9272.0
81,36638.0
82,55000.0
83,120769.33333333333
84,100000.0
85,100000.0
86,100000.0
87,405000.0
88,107083.96428571429
89,18053.0
90,100000.0
91,100000.0
92,32974.0
93,73846.5
94,107083.96428571429
95,52396.0
96,73846.5
97,100000.0
98,100000.0
99,380000.0
100,107083.96428571429
101,114047.0
102,114047.0
103,107083.96428571429
104,405000.0
105,67000.0
106,114047.0
