id,salary_in_usd
0,95412.86651114552
1,27562.31322416666
2,27562.31322416666
3,105606.50738464961
4,58985.29739622255
5,93229.2390042282
6,87872.16185937056
7,104811.61678699953
8,29416.376894048204
9,87872.16185937056
10,36814.17973845548
11,86755.8301285963
12,19594.469992727092
13,44141.85734175719
14,107628.68445310114
15,90507.33715596116
16,123183.56162444271
17,17158.042467660667
18,29635.460679192907
19,8679.555410614703
20,41015.17923588804
21,91638.72391393648
22,68404.47597383168
23,74298.15979243495
24,29635.460679192907
25,44141.85734175719
26,25264.391387862368
27,83135.40628876399
28,41514.147497141
29,69745.45919669
30,52442.056029588275
31,34854.509910747256
32,90525.66792175066
33,45777.99340243347
34,54946.79279504472
35,87923.96749866426
36,74298.15979243495
37,68149.6458466344
38,54946.79279504472
39,78117.27677000561
40,47413.25190230405
41,52323.478891905404
42,17158.042467660667
43,78117.27677000561
44,14855.548071791352
45,62348.61367463515
46,33939.12462947512
47,54946.79279504472
48,34854.509910747256
49,29635.460679192907
50,45263.35322681827
51,78693.17208954037
52,31526.800447823374
53,23468.622096381143
54,31526.800447823374
55,82909.972803787
56,82925.8461034633
57,70989.29438962917
58,82925.8461034633
59,82925.8461034633
60,82925.8461034633
61,70989.29438962917
62,82925.8461034633
63,77191.15219734456
64,77191.15219734456
65,82925.8461034633
66,82925.8461034633
67,82925.8461034633
68,77191.15219734456
69,82909.972803787
70,11480.513211215848
71,100211.07999965147
72,22921.527555070796
73,76604.45221449161
74,100462.62104296795
75,31526.800447823374
76,76604.45221449161
77,76604.45221449161
78,49440.34041686059
79,52040.60688365662
80,56723.43660991627
81,67088.55155510257
82,51755.68444379516
83,85177.97158239427
84,23468.622096381143
85,82909.972803787
86,82909.972803787
87,82925.8461034633
88,82925.8461034633
89,60726.21991975518
90,48494.17034879084
91,36757.76601042843
92,127891.89665705115
93,41838.40591839536
94,82925.8461034633
95,41346.84112772415
96,53192.679027014514
97,76604.45221449161
98,82909.972803787
99,67154.31972477552
100,82925.8461034633
101,82925.8461034633
102,82925.8461034633
103,82925.8461034633
104,82925.8461034633
105,78504.01114286637
106,77191.15219734456
